"CISTINÚRIA, PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"COPROPORFIRINAS URINÁRIAS, ISÔMEROS I E III",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"CORPOS CETÔNICOS, PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"DISMORFISMO ERITROCITÁRIO, PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
ELETROFORESE DE PROTEÍNAS URINÁRIAS,,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"FENILCETONÚRIA, PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"HISTIDINA, PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"LIPÓIDES BIRREFRINGENTES, PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"MELANINA, PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"METANEFRINAS URINÁRIAS, DOSAGEM",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
MICROALBUMINÚRIA,,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"MIOGLOBINA, DOSAGEM OU PESQUISA",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"OSMOLALIDADE, DETERMINAÇÃO",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
PESQUISA DE SULFATÍDEOS E MATERIAL METACROMÁTICO NA URINA,,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
PORFOBILINOGÊNIO,,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"PORFOBILINOGÊNIO, QUANTITATIVO",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"PROTEÍNA DE BENCE JONES, QUANTITATIVA (CADEIAS LEVES LIVRES, KAPPA E LAMBDA, URINA)",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
PROVA DE CONCENTRAÇÃO URINÁRIA COM RESTRIÇÃO HÍDRICA E ACETATO DE DESMOPRESSINA (DDAVP),,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
"ROTINA DE URINA (EXAME MACROSCÓPICO E FÍSICO, INCLUINDO PH E DENSIDADE; TESTES QUÍMICOS PARA
GLICOSE, PROTEÍNA, CORPOS CETÔNICOS, BILIRRUBINA, HEMOGLOBINA E UROBILINOGÊNIO; EXAME",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
MICROSCÓPICO DO SEDIMENTO),,,,,,,,,,,
"UROPORFIRINAS, DOSAGEM",,,,AMB,HCO,HSO,REF,,,URINÁLISE,PROCEDIMENTOS LABORATORIAIS
EXAME DA BILE E DO SUCO DUODENAL (CARACTERES FÍSICOS E EXAME MICROSCÓPICO E,,,,,,,,,,,
PARASITOLÓGICO),,,,AMB,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS
GASTROACIDOGRAMA - SECREÇÃO BASAL PARA 60 MINUTOS E 4 AMOSTRAS APÓS O ESTÍMULO,,,,AMB,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
PESQUISA DE EOSINÓFILOS EM MUCO NASAL,,,,AMB,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS
TESTE DE FUNÇÃO PANCREÁTICA APÓS ESTIMULAÇÃO PELA SECRETINA,,,,AMB,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS
"TESTE DO SUOR, COM DOSAGEM DE CLORETO",,,,AMB,HCO,HSO,REF,,,DIVERSOS,PROCEDIMENTOS LABORATORIAIS
"2,5-HEXANODIONA, AVALIAÇÃO DA EXPOSIÇÃO AO HEXANO.",,,,AMB,HCO,HSO,REF,,,TOXICOLOGIA / MONITORIZAÇÃO,PROCEDIMENTOS LABORATORIAIS
ÁCIDO DELTA AMINOLEVULÍNICO (PARA CHUMBO INORGÂNICO) - PESQUISA E/OU DOSAGEM,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
ÁCIDO DELTA AMINOLEVULÍNICO DESIDRATASE (PARA CHUMBO INORGÂNICO) - PESQUISA E/OU DOSAGEM,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"ÁCIDO FENILGLIOXÍLICO, AVALIAÇÃO DA EXPOSIÇÃO AO ESTIRENO",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"ÁCIDO HIPÚRICO, AVALIAÇÃO DA EXPOSIÇÃO AO TOLUENO",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"ÁCIDO METILMALÔNICO, PESQUISA E/OU DOSAGEM",,,,AMB,HCO,HSO,REF,,,TOXICOLOGIA / MONITORIZAÇÃO,PROCEDIMENTOS LABORATORIAIS
"ÁCIDO MANDÉLICO, AVALIAÇÃO DA EXPOSIÇÃO AO ESTIRENO E AO ETILBENZENO",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"ÁCIDO METIL-HIPÚRICO, AVALIAÇÃO DA EXPOSIÇÃO AO XILENO",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
ÁCIDO SALICÍLICO (SALICILATOS),,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"ÁCIDO TRICLOROACÉTICO, AVALIAÇÃO DA EXPOSIÇÃO AO TETRACLOROETILENO",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"ARSÊNIO, CÁDMIO, COBALTO, CROMO, MANGANÊS, MERCÚRIO, NÍQUEL",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"CARBOXIHEMOGLOBINA, AVALIAÇÃO DA EXPOSIÇÃO AO MONÓXIDO DE CARBONO OU DICLOROMETANO.",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
CHUMBO,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"COLINESTERASE, AVALIAÇÃO DA EXPOSIÇÃO AOS INSETICIDAS ORGANOFOSFORADOS E CARBAMATOS",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
ETANOL,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
FENOL,,,,AMB,HCO,HSO,REF,,,TOXICOLOGIA / MONITORIZAÇÃO,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
FLÚOR E FLUORETOS,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
FORMALDEÍDO,,,,AMB,HCO,HSO,REF,,,TOXICOLOGIA / MONITORIZAÇÃO,PROCEDIMENTOS LABORATORIAIS
METANOL,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
METIL-ETIL-CETONA,,,,AMB,HCO,HSO,REF,,,TOXICOLOGIA / MONITORIZAÇÃO,PROCEDIMENTOS LABORATORIAIS
"P-AMINOFENOL, AVALIAÇÃO DA EXPOSIÇÃO À ANILINA",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
"TRICLOROCOMPOSTOS TOTAIS, AVALIAÇÃO DA EXPOSIÇÃO AO TRICLOROETANO E TRICLOROETILENO",,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
ZINCO,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
ZINCOPROTOPORFIRINA,,,,AMB,HCO,HSO,REF,,,TERAPÊUTICA,PROCEDIMENTOS LABORATORIAIS
AGENTES INFECCIOSOS NA ENCEFALITE E MENINGITE - DETECÇÃO POR PCR MULTIPLEX EM PAINEL NO,627/2025,17/02/2025,,AMB,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
LÍQUOR,,,,,,,,,,,
"CHLAMYDIA TRACHOMATIS, DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO OU PCR; CHLAMYDIA",,,,,,,,,,,
"TRACHOMATIS, ANTÍGENO.",,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"CITOMEGALOVÍRUS - QUALITATIVO, POR PCR (COM DIRETRIZ DE UTILIZAÇÃO)",,,,AMB,HCO,HSO,REF,PAC,14,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
DETECÇÃO/TIPAGEM HERPES VÍRUS 1 E 2 NO LÍQUOR,,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,120,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
HEPATITE B - TESTE QUANTITATIVO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,28,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
HEPATITE C - GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,29,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
HEPATITE C (QUALITATIVO) POR PCR OU BDNA,,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
HEPATITE C (QUANTITATIVO) POR PCR OU BDNA,,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"HIV - CARGA VIRAL POR PCR, NASBA OU BDNA",,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
HIV - QUALITATIVO POR PCR,,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"HIV, GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",,,,AMB,HCO,HSO,REF,PAC,31,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"HLA B27, FENOTIPAGEM/GENOTIPAGEM (COM DIRETRIZ DE UTILIZAÇÃO)",465/2021,01/04/2021,,AMB,HCO,HSO,REF,PAC,32,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
HPV - TIPAGEM POR PCR,,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
HPV (VÍRUS DO PAPILOMA HUMANO) - DETECÇÃO DO DNA POR TÉCNICAS DE HIBRIDIZAÇÃO,,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"HTLV-I, POR PCR",,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"MYCOBACTERIUM TUBERCULOSIS, DETECÇÃO POR PCR",,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), DETECÇÃO DE RESISTÊNCIA A ANTIBIÓTICOS POR PCR",480/2022,02/07/2022,,AMB,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"MYCOBACTERIUM LEPRAE (BACILO DE HANSEN), PESQUISA PCR EM TEMPO REAL",480/2022,02/07/2022,,AMB,HCO,HSO,REF,,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
PCR EM TEMPO REAL PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,129,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
PCR EM TEMPO REAL PARA VÍRUS SINCICIAL RESPIRATÓRIO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,131,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
"PROTEÍNA S TOTAL + LIVRE, DOSAGEM",,,,AMB,HCO,HSO,REF,PAC,,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
SARS-CoV-2 (CORONAVÍRUS COVID-19) - PESQUISA POR RT - PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,126,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
TESTE DE HIBRIDIZAÇÃO COM SONDA EM LINHA (LPA 1ª LINHA) (COM DIRETRIZ DE UTILIZAÇÃO),619/2024,02/01/2025,,AMB,HCO,HSO,REF,,168,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
TESTE DE HIBRIDIZAÇÃO COM SONDA EM LINHA (LPA 2ª LINHA) (COM DIRETRIZ DE UTILIZAÇÃO),619/2024,02/01/2025,,AMB,HCO,HSO,REF,,169,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
TESTE PARA DETECÇÃO DO VÍRUS MONKEYPOX (MPXV) POR BIOLOGIA MOLECULAR,,,,,,,,,,,
(COM DIRETRIZ DE UTILIZAÇÃO,544/2022,21/09/2022,,AMB,HCO,HSO,REF,,157,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
TOXOPLASMOSE - PESQUISA EM LÍQUIDO AMINIÓTICO POR PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,125,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
VÍRUS ZIKA - POR PCR (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,HCO,HSO,REF,,111,BIOLOGIA MOLECULAR,PROCEDIMENTOS LABORATORIAIS
TRANSFUSÃO AMBULATORIAL,,,,AMB,HCO,HSO,REF,,,TRANSFUSÃO,MEDICINA TRANSFUSIONAL
TRANSFUSÃO HOSPITALAR,,,,AMB,HCO,HSO,REF,,,TRANSFUSÃO,MEDICINA TRANSFUSIONAL
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
PLASMAFÉRESE TERAPÊUTICA - INCLUI CITAFÉRESE/HEMAFÉRESE TERAPÊUTICA,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
SANGRIA TERAPÊUTICA,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
SANGUE TOTAL RECONSTITUÍDO PARA EXSANGUÍNEO-TRANSFUSÃO,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
"UNIDADE DE COMPONENTES SANGÜÍNEOS (CONCENTRADO DE HEMÁCIAS, PLAQUETAS OU GRANULÓCITOS)",,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
IRRADIADA,,,,,,,,,,,
UNIDADE DE CONCENTRADO DE GRANULÓCITOS,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE HEMÁCIAS,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE HEMÁCIAS LAVADAS,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCODEPLETADA,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCORREDUZIDA,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAÇÃO),,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCODEPLETADA,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFÉRESE,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE CRIOPRECIPITADO,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
UNIDADE DE PLASMA FRESCO CONGELADO,,,,AMB,HCO,HSO,REF,,,PROCESSAMENTO,MEDICINA TRANSFUSIONAL
AFÉRESE TERAPÊUTICA,,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
ANTI-HIV I E II POR MÉTODO IMUNOENZIMÁTICO OU QUIMIOLUMINESCÊNCIA,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
CONTAGEM DE CÉLULAS CD34 / CD45 POSITIVAS,,,,AMB,HCO,HSO,REF,PAC,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
DETECÇÃO DE HEMOGLOBINAS ANORMAIS (INVESTIGAÇÃO DE HEMOGLOBINA S E DE OUTRAS,,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
HEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE),,,,,,,,,,NO SANGUE DO RECEPTOR,
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
"DETERMINAÇÃO DO FATOR RH (D), INCLUINDO PROVA PARA D-FRACO NO SANGUE DO RECEPTOR",,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
DOAÇÃO AUTÓLOGA PERI-OPERATÓRIA POR HEMODILUIÇÃO NORMOVOLÊMICA,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
DOAÇÃO AUTÓLOGA PRÉ-OPERATÓRIA,,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
DOAÇÃO DE COMPONENTES POR AFÉRESE,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
DOENÇA DE CHAGAS - TESTE IMUNOENZIMÁTICO DE ALTA SENSIBILIDADE E IMUNOFLUORESCÊNCIA,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
"EXAMES IMUNOHEMATOLÓGICOS EM RECÉM-NASCIDOS: TIPIFICAÇÃO ABO E RH, PESQUISA DE D FRACO",,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,
RH(D) E PROVA DA ANTIGLOBULINA DIRETA),,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
FENOTIPAGEM DO SISTEMA RH-HR,,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
"HEPATITE B - ANTI-HBC, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
"HEPATITE B - HBSAG, POR MÉTODO IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
"HEPATITE C - ANTI-HCV, TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA",,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
HTLV I E II - TESTE IMUNOENZIMÁTICO OU POR QUIMIOLUMINESCÊNCIA,,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS,",,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL),,,,,,,,,,NO SANGUE DO RECEPTOR,
"IMUNO-HEMATOLÓGICOS: TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA E DETERMINAÇÃO DO FATOR RH",,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,
"(D), INCLUINDO PROVA PARA D-FRACO E PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS
IRREGULARES ANTIERITROCITÁRIOS",,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
"INVESTIGAÇÃO DA PRESENÇA DE ANTI-A OU ANTI-B, EM SORO OU PLASMA DE NEONATO, COM MÉTODOS",,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
QUE INCLUAM UMA FASE ANTIGLOBULÍNICA,,,,,,,,,,NO SANGUE DO RECEPTOR,
"MALÁRIA, PESQUISA",,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
PESQUISA E IDENTIFICAÇÃO DE ANTICORPOS IRREGULARES NO SANGUE DO RECEPTOR,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES,,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
"(ELUIÇÃO, A FRIO E GEL)",,,,,,,,,,NO SANGUE DO RECEPTOR,
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
PLAQUETAS - PROVA CRUZADA,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
PROVA DE COMPATIBILIDADE ENTRE AS HEMÁCIAS DO DOADOR E O SORO DO RECEPTOR (PROVA DE,,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,
COMPATIBILIDADE MAIOR),,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
PROVAS PRÉ-TRANSFUSIONAIS: RETIPIFICAÇÃO ABO E RH DA BOLSA DE SANGUE,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
SÍFILIS - TESTE TREPONÊMICO OU NÃO-TREPONÊMICO,,,,AMB,HCO,HSO,REF,,,"EXAMES DE QUALIFICAÇÃO NO SANGUE DO
DOADOR OU PROVA PRÉ-TRANSFUSIONAL",MEDICINA TRANSFUSIONAL
TESTE DE COOMBS DIRETO E INDIRETO - INCLUI PESQUISA DE ANTICORPOS E COMPLEMENTO,,,,AMB,HCO,HSO,REF,,,"DOADOR OU PROVA PRÉ-TRANSFUSIONAL
NO SANGUE DO RECEPTOR",MEDICINA TRANSFUSIONAL
"TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4",,,,,,,,,,EXAMES DE QUALIFICAÇÃO NO SANGUE DO,
